# 2025-05-05 20:54:53
# 65a379ab274562b0a51ef68ec8f82942
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m
8.730000000000000426e+00;8.782075092012492590e+00;1.058137578746611407e+00;2.113996836813716307e-01;2.431460995161904837e-01;4.033659504514840677e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.820000000000000284e+00;8.869774155344520850e+00;1.078348996389363323e+00;2.340167615030463999e-01;2.591530758097904119e-01;3.987013155702809453e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.910000000000000142e+00;8.956967029957388249e+00;1.100640721967170554e+00;2.580472373271338604e-01;2.743024776855407243e-01;3.945570583822239907e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.000000000000000000e+00;9.043586186589505971e+00;1.125065943536571300e+00;2.833912074864439745e-01;2.886248563060025418e-01;3.908759867538341926e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.089999999999999858e+00;9.129527651080001860e+00;1.151778233154068909e+00;3.099997114622143890e-01;3.018602416828171098e-01;3.876099284350113638e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.179999999999999716e+00;9.214699662819892723e+00;1.180848429270447086e+00;3.377260509893509344e-01;3.115717591707474199e-01;3.847075417964224808e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.269999999999999574e+00;9.299028563121913393e+00;1.212281035146426822e+00;3.660826281129487825e-01;3.149090828978922119e-01;3.821509803750851031e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.359999999999999432e+00;9.382402461433461127e+00;1.246166367989261392e+00;3.944096859109711417e-01;3.126518509801101686e-01;3.799827209895339397e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.449999999999999289e+00;9.464804271399490432e+00;1.282350329614736939e+00;4.223599612893687016e-01;3.087627647253263774e-01;3.782271171831617984e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.539999999999999147e+00;9.546178042191288071e+00;1.320791844820290883e+00;4.499869835615299962e-01;3.057554406193703223e-01;3.769132191675674370e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.629999999999999005e+00;9.626445503492989886e+00;1.361492351040971105e+00;4.773959406008554396e-01;3.039487322293892291e-01;3.760600227743371882e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.719999999999998863e+00;9.705601365106934608e+00;1.404315113872333320e+00;5.046977553628200219e-01;3.033167827776663827e-01;3.756452978988365832e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.810000000000000497e+00;9.783523230660252423e+00;1.449344461772577031e+00;5.319929615008356372e-01;3.038076105396045890e-01;3.756905715474732954e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.900000000000000355e+00;9.860209532271095867e+00;1.496446270916292010e+00;5.593831252599494874e-01;3.054320610699505778e-01;3.761748142742218359e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.990000000000000213e+00;9.935564101655199210e+00;1.545651155276868138e+00;5.869707324934267945e-01;3.082042206727035882e-01;3.771138485068145307e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.008000000000000007e+01;1.000951625138750956e+01;1.596938802168509808e+00;6.148598849810360534e-01;3.120671867616411355e-01;3.785128168152305239e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.016999999999999993e+01;1.008202592914984130e+01;1.650247028013364314e+00;6.431428261105218702e-01;3.171671611844470995e-01;3.803645914665819916e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.025999999999999979e+01;1.015293326170838206e+01;1.705668390192361050e+00;6.719499739942360605e-01;3.234341369162807567e-01;3.826927295011730568e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.034999999999999964e+01;1.022223213651140483e+01;1.763087476469855419e+00;7.013609707554522288e-01;3.308862582878062675e-01;3.854685629157776017e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.043999999999999950e+01;1.028976515890013665e+01;1.822573788489954438e+00;7.315095004860414640e-01;3.397043317794659067e-01;3.886984655540613343e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.052999999999999936e+01;1.035543690366568192e+01;1.884107568085762630e+00;7.625077504757560298e-01;3.496935238788907441e-01;3.923608125500051447e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.061999999999999922e+01;1.041917039750365070e+01;1.947647186254167107e+00;7.944543347842416559e-01;3.611994970680898476e-01;3.964227250160015981e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.070999999999999908e+01;1.048073817763458493e+01;2.013287332114412020e+00;8.275236599480124688e-01;3.741744366389285759e-01;4.008706973702229170e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.079999999999999893e+01;1.054007283007360307e+01;2.080951102295833799e+00;8.618057333792483732e-01;3.883395180667088553e-01;4.056585660125112014e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.088999999999999879e+01;1.059702837472864623e+01;2.150629784608577122e+00;8.974247732000195654e-01;4.042300978900588149e-01;4.107589978118538987e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.098000000000000043e+01;1.065134205382030785e+01;2.222386716513051752e+00;9.345671509994595283e-01;4.217049564982247034e-01;4.161541102282472870e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.107000000000000028e+01;1.070288663060365586e+01;2.296155894986108059e+00;9.733316653697006160e-01;4.395717057893024915e-01;4.217885821869074015e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
