# 2025-05-05 20:53:47
# 200b3284d5890f09b2bd52dbd4eb2559
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m
8.099999999999999645e+00;5.003969745423890281e+00;-3.578243923905661372e+00;1.586647554138449934e+00;4.825239774293876849e-02;4.498381127233373356e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.189999999999999503e+00;5.002267600853897989e+00;-3.488260106328088916e+00;1.591102502736369217e+00;5.071438612132261881e-02;4.497795890662689366e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.279999999999999361e+00;5.000154512993995937e+00;-3.398285020722219496e+00;1.595776143640287970e+00;5.315453890111143664e-02;4.497026407603251563e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.369999999999999218e+00;4.997606685312825370e+00;-3.308321194169036694e+00;1.600670319738568992e+00;5.560658623358349928e-02;4.496021499499732954e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.459999999999999076e+00;4.994602295203271147e+00;-3.218371479220203835e+00;1.605785329162332076e+00;5.803419407262566665e-02;4.494718541626695263e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.549999999999998934e+00;4.991130551816939764e+00;-3.128438585494541790e+00;1.611116474671641541e+00;6.047053554586412361e-02;4.493052540142608464e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.640000000000000568e+00;4.987155837255301094e+00;-3.038526537935169802e+00;1.616670025560587476e+00;6.287959885366944945e-02;4.490922981057112295e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.730000000000000426e+00;4.982682597621757914e+00;-2.948637908922369100e+00;1.622434802465302361e+00;6.529345354810089930e-02;4.488255129918259811e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.820000000000000284e+00;4.977659398952343217e+00;-2.858778350178146521e+00;1.628422847199246348e+00;6.768811748312764109e-02;4.484894689834772130e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
8.910000000000000142e+00;4.972102632283351475e+00;-2.768950223087437656e+00;1.634618663612265266e+00;7.006052053872835472e-02;4.480758476156278647e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.000000000000000000e+00;4.965959321372059421e+00;-2.679160307797233465e+00;1.641033740896216564e+00;7.242601087361677514e-02;4.475646795146176693e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.089999999999999858e+00;4.959240393355695886e+00;-2.589411661239497064e+00;1.647655345569516427e+00;7.475484839930857106e-02;4.469448043095639811e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.179999999999999716e+00;4.951904678310825147e+00;-2.499711318225879442e+00;1.654489613608092213e+00;7.707636835291609145e-02;4.461942072813739557e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.269999999999999574e+00;4.943949088009099491e+00;-2.410063863041420174e+00;1.661529091873040542e+00;7.935751014098180178e-02;4.452971503221441196e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.359999999999999432e+00;4.935348012288138797e+00;-2.320476023062814086e+00;1.668773965433469009e+00;8.162467071517909289e-02;4.442321538998571739e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.449999999999999289e+00;4.926083419425570042e+00;-2.230954405909557181e+00;1.676221532601773312e+00;8.384763914564175025e-02;4.429784612579368286e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.539999999999999147e+00;4.916146152221114285e+00;-2.141504945536855331e+00;1.683866540479684204e+00;8.604914276655506455e-02;4.415182381181635307e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.629999999999999005e+00;4.905502842019950904e+00;-2.052136782247595992e+00;1.691710378299752904e+00;8.820260826135140064e-02;4.398259966377239927e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.719999999999998863e+00;4.894161106750961387e+00;-1.962854553693519577e+00;1.699743009966727669e+00;9.032638215290411665e-02;4.378911059175022658e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.810000000000000497e+00;4.882072490533741593e+00;-1.873670412064261992e+00;1.707969127087276107e+00;9.239829717311032198e-02;4.356846860805942079e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.900000000000000355e+00;4.869261023684404499e+00;-1.784587226126443049e+00;1.716374703457888451e+00;9.443167574077548920e-02;4.332066727867163181e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.990000000000000213e+00;4.855664168322076257e+00;-1.695620551371852969e+00;1.724966828720615020e+00;9.641032269887439554e-02;4.304273810906899200e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.008000000000000007e+01;4.841320480685068262e+00;-1.606771227555218173e+00;1.733728561543685487e+00;9.833941094881737399e-02;4.273594285685969218e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.016999999999999993e+01;4.826157379323308128e+00;-1.518058084487230452e+00;1.742667922691402360e+00;1.002140721807940338e-01;4.239770017729536100e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.025999999999999979e+01;4.810220757376502121e+00;-1.429480653510990296e+00;1.751767094536228697e+00;1.020235808140927958e-01;4.203044481776202268e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.034999999999999964e+01;4.793440384223537798e+00;-1.341059190168245152e+00;1.761032167237939206e+00;1.037754929070828780e-01;4.163285074315946410e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.043999999999999950e+01;4.775859547367084623e+00;-1.252793420513351741e+00;1.770446683259503828e+00;1.054583757744858019e-01;4.120830983356915667e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.052999999999999936e+01;4.757411257508540103e+00;-1.164704874196068385e+00;1.780014674877346437e+00;1.070749867998248561e-01;4.075721791421615059e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.061999999999999922e+01;4.738140515619310378e+00;-1.076792607146112690e+00;1.789720180883471734e+00;1.086188485065129328e-01;4.028392697767012365e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.070999999999999908e+01;4.717978918690384660e+00;-9.890803645765292584e-01;1.799566067608518338e+00;1.100884054409814183e-01;3.978981739119806349e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.079999999999999893e+01;4.696978686621798182e+00;-9.015651261114105974e-01;1.809536093862848638e+00;1.114816310913049335e-01;3.927864957385567735e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.088999999999999879e+01;4.675064108290163389e+00;-8.142743699348664599e-01;1.819632761204953653e+00;1.127982292984537338e-01;3.875111459972670591e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.098000000000000043e+01;4.652294348952104919e+00;-7.272027919555204001e-01;1.829839775136569813e+00;1.141350027426497604e-01;3.821083207760073375e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
